,authors,fruit,image,painting_index,subjects,thumbnail_image,year
0,"Schutt, Ellen Isham, 1873-1955
",Acca sellowiana,https://naldc.nal.usda.gov/download/POM00007435/screen,1,"Acca sellowiana , Acca",https://naldc.nal.usda.gov/download/POM00007435/thumbnail,1909
0,"Schutt, Ellen Isham, 1873-1955
",Acca sellowiana,https://naldc.nal.usda.gov/download/POM00007436/screen,2,"Acca sellowiana , Acca",https://naldc.nal.usda.gov/download/POM00007436/thumbnail,1909
0,"Steadman, Royal Charles, b. 1875
",Acca sellowiana,https://naldc.nal.usda.gov/download/POM00007437/screen,3,"Acca sellowiana , Acca",https://naldc.nal.usda.gov/download/POM00007437/thumbnail,1919
0,"Newton, Amanda Almira, ca. 1860-1943
",Acca sellowiana,https://naldc.nal.usda.gov/download/POM00007438/screen,4,"Acca sellowiana , Acca",https://naldc.nal.usda.gov/download/POM00007438/thumbnail,1909
0,"Newton, Amanda Almira, ca. 1860-1943
",Actinidia deliciosa,https://naldc.nal.usda.gov/download/POM00007367/screen,5,"Actinidia deliciosa , kiwifruit",https://naldc.nal.usda.gov/download/POM00007367/thumbnail,1908
0,"Newton, Amanda Almira, ca. 1860-1943
",Adansonia digitata,https://naldc.nal.usda.gov/download/POM00000122/screen,6,"Adansonia digitata , baobab",https://naldc.nal.usda.gov/download/POM00000122/thumbnail,1924
0,"Newton, Amanda Almira, ca. 1860-1943
",Adansonia digitata,https://naldc.nal.usda.gov/download/POM00000858/screen,7,"Adansonia digitata , baobab",https://naldc.nal.usda.gov/download/POM00000858/thumbnail,1924
0,"Schutt, Ellen Isham, 1873-1955
",Aegle marmelos,https://naldc.nal.usda.gov/download/POM00000120/screen,8,"Aegle marmelos , bael",https://naldc.nal.usda.gov/download/POM00000120/thumbnail,1909
0,"Schutt, Ellen Isham, 1873-1955
",Aegle marmelos,https://naldc.nal.usda.gov/download/POM00000121/screen,9,"Aegle marmelos , bael",https://naldc.nal.usda.gov/download/POM00000121/thumbnail,1909
0,"Schutt, Ellen Isham, 1873-1955
",Aegle marmelos,https://naldc.nal.usda.gov/download/POM00000854/screen,10,"Aegle marmelos , bael",https://naldc.nal.usda.gov/download/POM00000854/thumbnail,1909
0,"Schutt, Ellen Isham, 1873-1955
",Aegle marmelos,https://naldc.nal.usda.gov/download/POM00001016/screen,11,"Aegle marmelos , bael",https://naldc.nal.usda.gov/download/POM00001016/thumbnail,1909
0,"Passmore, Deborah Griscom, 1840-1911
",Amelanchier canadensis var,https://naldc.nal.usda.gov/download/POM00000123/screen,12,"Amelanchier canadensis var. obovalis , Eastern shadbush",https://naldc.nal.usda.gov/download/POM00000123/thumbnail,1909
0,"Schutt, Ellen Isham, 1873-1955
",Anacardium occidentale,https://naldc.nal.usda.gov/download/POM00007578/screen,13,"Anacardium occidentale , cashew nuts",https://naldc.nal.usda.gov/download/POM00007578/thumbnail,1909
0,"Passmore, Deborah Griscom, 1840-1911
",Anacardium occidentale,https://naldc.nal.usda.gov/download/POM00000133/screen,14,"Anacardium occidentale , cashew nuts",https://naldc.nal.usda.gov/download/POM00000133/thumbnail,1903
0,"Steadman, Royal Charles, b. 1875
",Anacardium occidentale,https://naldc.nal.usda.gov/download/POM00000134/screen,15,"Anacardium occidentale , cashew nuts",https://naldc.nal.usda.gov/download/POM00000134/thumbnail,1916
0,"Schutt, Ellen Isham, 1873-1955
",Anacardium occidentale,https://naldc.nal.usda.gov/download/POM00000135/screen,16,"Anacardium occidentale , cashew nuts",https://naldc.nal.usda.gov/download/POM00000135/thumbnail,1905
0,"Shull, James Marion, 1872-1948
",Ananas comosus,https://naldc.nal.usda.gov/download/POM00007371/screen,17,"Ananas comosus , pineapples",https://naldc.nal.usda.gov/download/POM00007371/thumbnail,1919
0,"Shull, James Marion, 1872-1948
",Ananas comosus: Pineapple,https://naldc.nal.usda.gov/download/POM00007369/screen,18,"Ananas comosus , pineapples",https://naldc.nal.usda.gov/download/POM00007369/thumbnail,1919
0,"Shull, James Marion, 1872-1948
",Ananas comosus: Pineapple,https://naldc.nal.usda.gov/download/POM00007370/screen,19,"Ananas comosus , pineapples",https://naldc.nal.usda.gov/download/POM00007370/thumbnail,1919
0,"Shull, James Marion, 1872-1948
",Ananas comosus: Pineapple,https://naldc.nal.usda.gov/download/POM00007372/screen,20,"Ananas comosus , pineapples",https://naldc.nal.usda.gov/download/POM00007372/thumbnail,1915
0,"Shull, James Marion, 1872-1948
",Ananas comosus: Pineapple,https://naldc.nal.usda.gov/download/POM00007373/screen,21,"Ananas comosus , pineapples",https://naldc.nal.usda.gov/download/POM00007373/thumbnail,1919
0,"Shull, James Marion, 1872-1948
",Ananas comosus: Pineapple,https://naldc.nal.usda.gov/download/POM00007374/screen,22,"Ananas comosus , pineapples",https://naldc.nal.usda.gov/download/POM00007374/thumbnail,1919
0,"Passmore, Deborah Griscom, 1840-1911
",Annona cherimola,https://naldc.nal.usda.gov/download/POM00007375/screen,23,"Annona cherimola , cherimoyas",https://naldc.nal.usda.gov/download/POM00007375/thumbnail,1902
0,"Passmore, Deborah Griscom, 1840-1911
",Annona cherimola,https://naldc.nal.usda.gov/download/POM00007379/screen,24,"Annona cherimola , cherimoyas",https://naldc.nal.usda.gov/download/POM00007379/thumbnail,
0,"Passmore, Deborah Griscom, 1840-1911
",Annona cherimola,https://naldc.nal.usda.gov/download/POM00007380/screen,25,"Annona cherimola , cherimoyas",https://naldc.nal.usda.gov/download/POM00007380/thumbnail,1899
0,"Lower, Elsie E., b. 1882
",Annona cherimola: Golden Russet,https://naldc.nal.usda.gov/download/POM00007376/screen,26,"Annona cherimola , cherimoyas",https://naldc.nal.usda.gov/download/POM00007376/thumbnail,1910
0,"Lower, Elsie E., b. 1882
",Annona cherimola: Golden Russet,https://naldc.nal.usda.gov/download/POM00007377/screen,27,"Annona cherimola , cherimoyas",https://naldc.nal.usda.gov/download/POM00007377/thumbnail,1910
0,"Steadman, Royal Charles, b. 1875
",Annona cherimola: Golden Russet,https://naldc.nal.usda.gov/download/POM00007378/screen,28,"Annona cherimola , cherimoyas",https://naldc.nal.usda.gov/download/POM00007378/thumbnail,1919
0,"Steadman, Royal Charles, b. 1875
",Annona cherimola: Golden Russet,https://naldc.nal.usda.gov/download/POM00007424/screen,29,"Annona cherimola , cherimoyas",https://naldc.nal.usda.gov/download/POM00007424/thumbnail,1919
0,"Schutt, Ellen Isham, 1873-1955
",Annona reticulata,https://naldc.nal.usda.gov/download/POM00007381/screen,30,"Annona reticulata , custard apple",https://naldc.nal.usda.gov/download/POM00007381/thumbnail,1907
0,"Schutt, Ellen Isham, 1873-1955
",Annona reticulata,https://naldc.nal.usda.gov/download/POM00007382/screen,31,"Annona reticulata , custard apple",https://naldc.nal.usda.gov/download/POM00007382/thumbnail,1911
0,"Schutt, Ellen Isham, 1873-1955
",Annona reticulata,https://naldc.nal.usda.gov/download/POM00007383/screen,32,"Annona reticulata , custard apple",https://naldc.nal.usda.gov/download/POM00007383/thumbnail,1911
0,"Newton, Amanda Almira, ca. 1860-1943
",Annona reticulata,https://naldc.nal.usda.gov/download/POM00007384/screen,33,"Annona reticulata , custard apple",https://naldc.nal.usda.gov/download/POM00007384/thumbnail,1907
0,"Newton, Amanda Almira, ca. 1860-1943
",Annona reticulata,https://naldc.nal.usda.gov/download/POM00007385/screen,34,"Annona reticulata , custard apple",https://naldc.nal.usda.gov/download/POM00007385/thumbnail,1907
0,"Schutt, Ellen Isham, 1873-1955
",Annona reticulata,https://naldc.nal.usda.gov/download/POM00007386/screen,35,"Annona reticulata , custard apple",https://naldc.nal.usda.gov/download/POM00007386/thumbnail,1907
0,"Passmore, Deborah Griscom, 1840-1911
",Annona squamosa: Anona No,https://naldc.nal.usda.gov/download/POM00007388/screen,36,"Annona squamosa , sweetsops",https://naldc.nal.usda.gov/download/POM00007388/thumbnail,1910
0,"Lower, Elsie E., b. 1882
",Annona squamosa: No,https://naldc.nal.usda.gov/download/POM00007387/screen,37,"Annona squamosa , sweetsops",https://naldc.nal.usda.gov/download/POM00007387/thumbnail,1910
0,"Passmore, Deborah Griscom, 1840-1911
",Annona squamosa: Sweet Sop,https://naldc.nal.usda.gov/download/POM00007389/screen,38,"Annona squamosa , sweetsops",https://naldc.nal.usda.gov/download/POM00007389/thumbnail,1892
0,"Newton, Amanda Almira, ca. 1860-1943
",Arachis,https://naldc.nal.usda.gov/download/POM00007390/screen,39,"Arachis , peanuts",https://naldc.nal.usda.gov/download/POM00007390/thumbnail,1909
0,"Steadman, Royal Charles, b. 1875
",Asimina triloba,https://naldc.nal.usda.gov/download/POM00000862/screen,40,"Asimina triloba , pawpaws (Eastern USA)",https://naldc.nal.usda.gov/download/POM00000862/thumbnail,1924
0,"Newton, Amanda Almira, ca. 1860-1943
",Blighia sapida: Savoury,https://naldc.nal.usda.gov/download/POM00007429/screen,41,"Blighia sapida , akee (fruit)",https://naldc.nal.usda.gov/download/POM00007429/thumbnail,1924
0,"Arnold, Mary Daisy, ca. 1873-1955
",Carica papaya,https://naldc.nal.usda.gov/download/POM00007391/screen,42,"Carica papaya , papayas",https://naldc.nal.usda.gov/download/POM00007391/thumbnail,1912
0,"Arnold, Mary Daisy, ca. 1873-1955
",Carica papaya,https://naldc.nal.usda.gov/download/POM00007392/screen,43,"Carica papaya , papayas",https://naldc.nal.usda.gov/download/POM00007392/thumbnail,1912
0,"Passmore, Deborah Griscom, 1840-1911
",Carica papaya,https://naldc.nal.usda.gov/download/POM00000137/screen,44,"Carica papaya , papayas",https://naldc.nal.usda.gov/download/POM00000137/thumbnail,1903
0,"Passmore, Deborah Griscom, 1840-1911
",Carissa macrocarpa: Maritzgula,https://naldc.nal.usda.gov/download/POM00007393/screen,45,"Carissa macrocarpa , natal plum",https://naldc.nal.usda.gov/download/POM00007393/thumbnail,1910
0,"Newton, Amanda Almira, ca. 1860-1943
",Carya,https://naldc.nal.usda.gov/download/POM00007394/screen,46,"Carya , hickory",https://naldc.nal.usda.gov/download/POM00007394/thumbnail,1917
0,"Heiges, Bertha
",Carya,https://naldc.nal.usda.gov/download/POM00000143/screen,47,"Carya , hickory",https://naldc.nal.usda.gov/download/POM00000143/thumbnail,1905
0,"Schutt, Ellen Isham, 1873-1955
",Carya illinoinensis,https://naldc.nal.usda.gov/download/POM00007275/screen,48,"Carya illinoinensis , pecans",https://naldc.nal.usda.gov/download/POM00007275/thumbnail,
0,"Schutt, Ellen Isham, 1873-1955
",Carya illinoinensis,https://naldc.nal.usda.gov/download/POM00007401/screen,49,"Carya illinoinensis , pecans",https://naldc.nal.usda.gov/download/POM00007401/thumbnail,
0,"Schutt, Ellen Isham, 1873-1955
",Carya illinoinensis,https://naldc.nal.usda.gov/download/POM00007402/screen,50,"Carya illinoinensis , pecans",https://naldc.nal.usda.gov/download/POM00007402/thumbnail,
0,"Heiges, Bertha
",Carya illinoinensis,https://naldc.nal.usda.gov/download/POM00007580/screen,51,"Carya illinoinensis , pecans",https://naldc.nal.usda.gov/download/POM00007580/thumbnail,1904
0,"Lower, Elsie E., b. 1882
",Carya illinoinensis: Claremont,https://naldc.nal.usda.gov/download/POM00000138/screen,52,"Carya illinoinensis , pecans",https://naldc.nal.usda.gov/download/POM00000138/thumbnail,1908
0,"Passmore, Deborah Griscom, 1840-1911
",Carya illinoinensis: McCallister,https://naldc.nal.usda.gov/download/POM00000124/screen,53,"Carya illinoinensis , pecans",https://naldc.nal.usda.gov/download/POM00000124/thumbnail,1904
0,"Passmore, Deborah Griscom, 1840-1911
",Carya illinoinensis: Sovereign,https://naldc.nal.usda.gov/download/POM00007399/screen,54,"Carya illinoinensis , pecans",https://naldc.nal.usda.gov/download/POM00007399/thumbnail,1899
0,"Heiges, Bertha
",Carya illinoinensis: Stuart,https://naldc.nal.usda.gov/download/POM00007396/screen,55,"Carya illinoinensis , pecans",https://naldc.nal.usda.gov/download/POM00007396/thumbnail,1904
0,"Heiges, Bertha
",Carya: Delmas,https://naldc.nal.usda.gov/download/POM00000139/screen,56,"Carya , hickory",https://naldc.nal.usda.gov/download/POM00000139/thumbnail,1904
0,"Steadman, Royal Charles, b. 1875
",Carya: Farley,https://naldc.nal.usda.gov/download/POM00000140/screen,57,"Carya , hickory",https://naldc.nal.usda.gov/download/POM00000140/thumbnail,1917
0,"Passmore, Deborah Griscom, 1840-1911
",Carya: Frotscher,https://naldc.nal.usda.gov/download/POM00000141/screen,58,"Carya , hickory",https://naldc.nal.usda.gov/download/POM00000141/thumbnail,1904
0,"Heiges, Bertha
",Carya: Halberta,https://naldc.nal.usda.gov/download/POM00000142/screen,59,"Carya , hickory",https://naldc.nal.usda.gov/download/POM00000142/thumbnail,1904
0,"Heiges, Bertha
",Carya: Schley,https://naldc.nal.usda.gov/download/POM00007395/screen,60,"Carya , hickory",https://naldc.nal.usda.gov/download/POM00007395/thumbnail,1904
0,"Passmore, Deborah Griscom, 1840-1911
",Carya: Swamp,https://naldc.nal.usda.gov/download/POM00007397/screen,61,"Carya , hickory",https://naldc.nal.usda.gov/download/POM00007397/thumbnail,1903
0,"Schutt, Ellen Isham, 1873-1955
",Carya: Teche,https://naldc.nal.usda.gov/download/POM00001023/screen,62,"Carya , hickory",https://naldc.nal.usda.gov/download/POM00001023/thumbnail,1906
0,"Passmore, Deborah Griscom, 1840-1911
",Carya: Van Deman,https://naldc.nal.usda.gov/download/POM00007398/screen,63,"Carya , hickory",https://naldc.nal.usda.gov/download/POM00007398/thumbnail,1904
0,"Passmore, Deborah Griscom, 1840-1911
",Carya: Wilson Hybrid,https://naldc.nal.usda.gov/download/POM00007400/screen,64,"Carya , hickory",https://naldc.nal.usda.gov/download/POM00007400/thumbnail,1903
0,"Steadman, Royal Charles, b. 1875
",Caryocar nuciferum: Souari Nut,https://naldc.nal.usda.gov/download/POM00007276/screen,65,"Caryocar nuciferum , pekea nut",https://naldc.nal.usda.gov/download/POM00007276/thumbnail,1920
0,"Passmore, Deborah Griscom, 1840-1911
",Casimiroa edulis,https://naldc.nal.usda.gov/download/POM00007277/screen,66,"Casimiroa edulis , white sapote",https://naldc.nal.usda.gov/download/POM00007277/thumbnail,1901
0,"Lower, Elsie E., b. 1882
",Casimiroa edulis,https://naldc.nal.usda.gov/download/POM00007278/screen,67,"Casimiroa edulis , white sapote",https://naldc.nal.usda.gov/download/POM00007278/thumbnail,1910
0,"Passmore, Deborah Griscom, 1840-1911
",Casimiroa edulis: Zapota Blanco,https://naldc.nal.usda.gov/download/POM00007415/screen,68,"Casimiroa edulis , white sapote",https://naldc.nal.usda.gov/download/POM00007415/thumbnail,1901
0,"Arnold, Mary Daisy, ca. 1873-1955
",Castanea,https://naldc.nal.usda.gov/download/POM00000144/screen,69,"Castanea , chestnuts",https://naldc.nal.usda.gov/download/POM00000144/thumbnail,1917
0,"Schutt, Ellen Isham, 1873-1955
",Castanea: Boone,https://naldc.nal.usda.gov/download/POM00000125/screen,70,"Castanea , chestnuts",https://naldc.nal.usda.gov/download/POM00000125/thumbnail,1913
0,"Passmore, Deborah Griscom, 1840-1911
",Cecropia palmata,https://naldc.nal.usda.gov/download/POM00007279/screen,71,Cecropia palmata,https://naldc.nal.usda.gov/download/POM00007279/thumbnail,1918
0,"Passmore, Deborah Griscom, 1840-1911
",Ceratonia siliqua L,https://naldc.nal.usda.gov/download/POM00000126/screen,72,"Ceratonia siliqua L. , St John's bread",https://naldc.nal.usda.gov/download/POM00000126/thumbnail,1907
0,"Schutt, Ellen Isham, 1873-1955
",Chrysophyllum cainito,https://naldc.nal.usda.gov/download/POM00007418/screen,73,"Chrysophyllum cainito , star apple",https://naldc.nal.usda.gov/download/POM00007418/thumbnail,1908
0,"Arnold, Mary Daisy, ca. 1873-1955
",Citrofortunella: Nippon,https://naldc.nal.usda.gov/download/POM00006445/screen,74,"Citrofortunella , orangequat",https://naldc.nal.usda.gov/download/POM00006445/thumbnail,1934
0,"Schutt, Ellen Isham, 1873-1955
",Citroncirus webberi,https://naldc.nal.usda.gov/download/POM00006382/screen,75,"Citroncirus webberi , citranges",https://naldc.nal.usda.gov/download/POM00006382/thumbnail,1909
0,"Schutt, Ellen Isham, 1873-1955
",Citroncirus webberi,https://naldc.nal.usda.gov/download/POM00006383/screen,76,"Citroncirus webberi , citranges",https://naldc.nal.usda.gov/download/POM00006383/thumbnail,1908
0,"Newton, Amanda Almira, ca. 1860-1943
",Citroncirus webberi: Carnagie,https://naldc.nal.usda.gov/download/POM00006723/screen,77,"Citroncirus webberi , citranges",https://naldc.nal.usda.gov/download/POM00006723/thumbnail,1905
0,"Schutt, Ellen Isham, 1873-1955
",Citroncirus webberi: Citrange,https://naldc.nal.usda.gov/download/POM00006384/screen,78,"Citroncirus webberi , citranges",https://naldc.nal.usda.gov/download/POM00006384/thumbnail,1906
0,"Schutt, Ellen Isham, 1873-1955
",Citroncirus webberi: No,https://naldc.nal.usda.gov/download/POM00006385/screen,79,"Citroncirus webberi , citranges",https://naldc.nal.usda.gov/download/POM00006385/thumbnail,1906
0,"Lower, Elsie E., b. 1882
",Citroncirus webberi: Willett,https://naldc.nal.usda.gov/download/POM00006386/screen,80,"Citroncirus webberi , citranges",https://naldc.nal.usda.gov/download/POM00006386/thumbnail,1908
0,"Steadman, Royal Charles, b. 1875
",Citrullus lanatus: Tom Watson,https://naldc.nal.usda.gov/download/POM00007419/screen,81,"Citrullus lanatus , watermelons",https://naldc.nal.usda.gov/download/POM00007419/thumbnail,1916
0,"Steadman, Royal Charles, b. 1875
",Citrullus lanatus: Tom Watson,https://naldc.nal.usda.gov/download/POM00007420/screen,82,"Citrullus lanatus , watermelons",https://naldc.nal.usda.gov/download/POM00007420/thumbnail,1916
0,"Passmore, Deborah Griscom, 1840-1911
",Citrullus lanatus: Turkestan,https://naldc.nal.usda.gov/download/POM00007421/screen,83,"Citrullus lanatus , watermelons",https://naldc.nal.usda.gov/download/POM00007421/thumbnail,1898
0,"Schutt, Ellen Isham, 1873-1955
",Citrus,https://naldc.nal.usda.gov/download/POM00006047/screen,84,"Citrus , citrus fruits",https://naldc.nal.usda.gov/download/POM00006047/thumbnail,1911
0,"Schutt, Ellen Isham, 1873-1955
",Citrus,https://naldc.nal.usda.gov/download/POM00006379/screen,85,"Citrus , citrus fruits",https://naldc.nal.usda.gov/download/POM00006379/thumbnail,1911
0,"Schutt, Ellen Isham, 1873-1955
",Citrus,https://naldc.nal.usda.gov/download/POM00006380/screen,86,"Citrus , citrus fruits",https://naldc.nal.usda.gov/download/POM00006380/thumbnail,1911
0,"Schutt, Ellen Isham, 1873-1955
",Citrus,https://naldc.nal.usda.gov/download/POM00006381/screen,87,"Citrus , citrus fruits",https://naldc.nal.usda.gov/download/POM00006381/thumbnail,1911
0,"Newton, Amanda Almira, ca. 1860-1943
",Citrus aurantiifolia,https://naldc.nal.usda.gov/download/POM00006359/screen,88,"Citrus aurantiifolia , limes",https://naldc.nal.usda.gov/download/POM00006359/thumbnail,1910
0,"Steadman, Royal Charles, b. 1875
",Citrus aurantiifolia,https://naldc.nal.usda.gov/download/POM00006377/screen,89,"Citrus aurantiifolia , limes",https://naldc.nal.usda.gov/download/POM00006377/thumbnail,1923
0,"Shull, James Marion, 1872-1948
",Citrus aurantiifolia,https://naldc.nal.usda.gov/download/POM00006771/screen,90,"Citrus aurantiifolia , limes",https://naldc.nal.usda.gov/download/POM00006771/thumbnail,1919
0,"Shull, James Marion, 1872-1948
",Citrus aurantiifolia,https://naldc.nal.usda.gov/download/POM00006872/screen,91,"Citrus aurantiifolia , limes",https://naldc.nal.usda.gov/download/POM00006872/thumbnail,1916
0,"Shull, James Marion, 1872-1948
",Citrus aurantiifolia,https://naldc.nal.usda.gov/download/POM00006878/screen,92,"Citrus aurantiifolia , limes",https://naldc.nal.usda.gov/download/POM00006878/thumbnail,1919
0,"Shull, James Marion, 1872-1948
",Citrus aurantiifolia,https://naldc.nal.usda.gov/download/POM00006879/screen,93,"Citrus aurantiifolia , limes",https://naldc.nal.usda.gov/download/POM00006879/thumbnail,1919
0,"Shull, James Marion, 1872-1948
",Citrus aurantiifolia,https://naldc.nal.usda.gov/download/POM00005984/screen,94,"Citrus aurantiifolia , limes",https://naldc.nal.usda.gov/download/POM00005984/thumbnail,1919
0,"Schutt, Ellen Isham, 1873-1955
",Citrus aurantiifolia: Cameron,https://naldc.nal.usda.gov/download/POM00006353/screen,95,"Citrus aurantiifolia , limes",https://naldc.nal.usda.gov/download/POM00006353/thumbnail,1909
0,"Heiges, Bertha
",Citrus aurantiifolia: Castleman,https://naldc.nal.usda.gov/download/POM00006354/screen,96,"Citrus aurantiifolia , limes",https://naldc.nal.usda.gov/download/POM00006354/thumbnail,1901
0,"Heiges, Bertha
",Citrus aurantiifolia: Castleman,https://naldc.nal.usda.gov/download/POM00006355/screen,97,"Citrus aurantiifolia , limes",https://naldc.nal.usda.gov/download/POM00006355/thumbnail,1901
0,"Newton, Amanda Almira, ca. 1860-1943
",Citrus aurantiifolia: Giant,https://naldc.nal.usda.gov/download/POM00006356/screen,98,"Citrus aurantiifolia , limes",https://naldc.nal.usda.gov/download/POM00006356/thumbnail,1909
0,"Newton, Amanda Almira, ca. 1860-1943
",Citrus aurantiifolia: Imperial,https://naldc.nal.usda.gov/download/POM00006357/screen,99,"Citrus aurantiifolia , limes",https://naldc.nal.usda.gov/download/POM00006357/thumbnail,1908
0,"Arnold, Mary Daisy, ca. 1873-1955
",Citrus aurantiifolia: Key,https://naldc.nal.usda.gov/download/POM00006358/screen,100,"Citrus aurantiifolia , limes",https://naldc.nal.usda.gov/download/POM00006358/thumbnail,1916
0,"Schutt, Ellen Isham, 1873-1955
",Citrus aurantiifolia: Lisbon,https://naldc.nal.usda.gov/download/POM00007448/screen,101,"Citrus aurantiifolia , limes",https://naldc.nal.usda.gov/download/POM00007448/thumbnail,1913
0,"Schutt, Ellen Isham, 1873-1955
",Citrus aurantiifolia: Naranja Limus,https://naldc.nal.usda.gov/download/POM00000127/screen,102,"Citrus aurantiifolia , limes",https://naldc.nal.usda.gov/download/POM00000127/thumbnail,1904
0,"Lower, Elsie E., b. 1882
",Citrus aurantiifolia: Persian Lime,https://naldc.nal.usda.gov/download/POM00007584/screen,103,"Citrus aurantiifolia , limes",https://naldc.nal.usda.gov/download/POM00007584/thumbnail,1909
0,"Passmore, Deborah Griscom, 1840-1911
",Citrus aurantiifolia: Silas Gto,https://naldc.nal.usda.gov/download/POM00000877/screen,104,"Citrus aurantiifolia , limes",https://naldc.nal.usda.gov/download/POM00000877/thumbnail,1904
0,"Shull, James Marion, 1872-1948
",Citrus aurantiifolia: Tahiti,https://naldc.nal.usda.gov/download/POM00006870/screen,105,"Citrus aurantiifolia , limes",https://naldc.nal.usda.gov/download/POM00006870/thumbnail,1928
0,"Shull, James Marion, 1872-1948
",Citrus aurantiifolia: Tahiti,https://naldc.nal.usda.gov/download/POM00006871/screen,106,"Citrus aurantiifolia , limes",https://naldc.nal.usda.gov/download/POM00006871/thumbnail,1928
0,"Shull, James Marion, 1872-1948
",Citrus aurantium,https://naldc.nal.usda.gov/download/POM00005982/screen,107,"Citrus aurantium , oranges",https://naldc.nal.usda.gov/download/POM00005982/thumbnail,1928
0,"Shull, James Marion, 1872-1948
",Citrus aurantium: Sour x 2/3,https://naldc.nal.usda.gov/download/POM00006432/screen,108,"Citrus aurantium , oranges",https://naldc.nal.usda.gov/download/POM00006432/thumbnail,1923
0,"Shull, James Marion, 1872-1948
",Citrus grandis,https://naldc.nal.usda.gov/download/POM00005983/screen,109,"Citrus grandis , pummelos",https://naldc.nal.usda.gov/download/POM00005983/thumbnail,1919
0,"Newton, Amanda Almira, ca. 1860-1943
",Citrus grandis: 11668 Large,https://naldc.nal.usda.gov/download/POM00006370/screen,110,"Citrus grandis , pummelos",https://naldc.nal.usda.gov/download/POM00006370/thumbnail,1910
0,"Newton, Amanda Almira, ca. 1860-1943
",Citrus grandis: 11668 Large,https://naldc.nal.usda.gov/download/POM00006371/screen,111,"Citrus grandis , pummelos",https://naldc.nal.usda.gov/download/POM00006371/thumbnail,1910
0,"Krieger, L.C.C. (Louis Charles Christopher), 1873-1940
",Citrus grandis: Alamoen,https://naldc.nal.usda.gov/download/POM00006360/screen,112,"Citrus grandis , pummelos",https://naldc.nal.usda.gov/download/POM00006360/thumbnail,
0,"Newton, Amanda Almira, ca. 1860-1943
",Citrus grandis: Alamoen,https://naldc.nal.usda.gov/download/POM00006361/screen,113,"Citrus grandis , pummelos",https://naldc.nal.usda.gov/download/POM00006361/thumbnail,1914
0,"Newton, Amanda Almira, ca. 1860-1943
",Citrus grandis: Alamoen,https://naldc.nal.usda.gov/download/POM00006362/screen,114,"Citrus grandis , pummelos",https://naldc.nal.usda.gov/download/POM00006362/thumbnail,1914
0,"Newton, Amanda Almira, ca. 1860-1943
",Citrus grandis: Chinese,https://naldc.nal.usda.gov/download/POM00006363/screen,115,"Citrus grandis , pummelos",https://naldc.nal.usda.gov/download/POM00006363/thumbnail,1917
0,"Newton, Amanda Almira, ca. 1860-1943
",Citrus grandis: Chinese,https://naldc.nal.usda.gov/download/POM00006364/screen,116,"Citrus grandis , pummelos",https://naldc.nal.usda.gov/download/POM00006364/thumbnail,1917
0,"Newton, Amanda Almira, ca. 1860-1943
",Citrus grandis: Chinese,https://naldc.nal.usda.gov/download/POM00006367/screen,117,"Citrus grandis , pummelos",https://naldc.nal.usda.gov/download/POM00006367/thumbnail,1908
0,"Newton, Amanda Almira, ca. 1860-1943
",Citrus grandis: Chinese,https://naldc.nal.usda.gov/download/POM00006368/screen,118,"Citrus grandis , pummelos",https://naldc.nal.usda.gov/download/POM00006368/thumbnail,1908
0,"Newton, Amanda Almira, ca. 1860-1943
",Citrus grandis: Chinese Shaddock,https://naldc.nal.usda.gov/download/POM00006365/screen,119,"Citrus grandis , pummelos",https://naldc.nal.usda.gov/download/POM00006365/thumbnail,1910
0,"Newton, Amanda Almira, ca. 1860-1943
",Citrus grandis: Chinese Shaddock,https://naldc.nal.usda.gov/download/POM00006366/screen,120,"Citrus grandis , pummelos",https://naldc.nal.usda.gov/download/POM00006366/thumbnail,1910
0,"Schutt, Ellen Isham, 1873-1955
",Citrus grandis: Eureka,https://naldc.nal.usda.gov/download/POM00006369/screen,121,"Citrus grandis , pummelos",https://naldc.nal.usda.gov/download/POM00006369/thumbnail,1913
0,"Arnold, Mary Daisy, ca. 1873-1955
",Citrus grandis: Mahon Chaisee,https://naldc.nal.usda.gov/download/POM00006372/screen,122,"Citrus grandis , pummelos",https://naldc.nal.usda.gov/download/POM00006372/thumbnail,1912
0,"Arnold, Mary Daisy, ca. 1873-1955
",Citrus grandis: Mahon Chaisee,https://naldc.nal.usda.gov/download/POM00006373/screen,123,"Citrus grandis , pummelos",https://naldc.nal.usda.gov/download/POM00006373/thumbnail,1912
0,"Arnold, Mary Daisy, ca. 1873-1955
",Citrus grandis: Schang Hybrid Pommelo,https://naldc.nal.usda.gov/download/POM00006374/screen,124,"Citrus grandis , pummelos",https://naldc.nal.usda.gov/download/POM00006374/thumbnail,1931
0,"Schutt, Ellen Isham, 1873-1955
",Citrus grandis: To Yuzu,https://naldc.nal.usda.gov/download/POM00006375/screen,125,"Citrus grandis , pummelos",https://naldc.nal.usda.gov/download/POM00006375/thumbnail,1908
0,"Schutt, Ellen Isham, 1873-1955
",Citrus grandis: To Yuzu,https://naldc.nal.usda.gov/download/POM00006376/screen,126,"Citrus grandis , pummelos",https://naldc.nal.usda.gov/download/POM00006376/thumbnail,1908
0,"Schutt, Ellen Isham, 1873-1955
",Citrus limon,https://naldc.nal.usda.gov/download/POM00006408/screen,127,"Citrus limon , lemons",https://naldc.nal.usda.gov/download/POM00006408/thumbnail,1908
